i,t,a,x,rc
268,16,0,1,41.5
268,17,0,2,40
268,18,0,3,35
268,19,0,4,40
268,20,1,5,44
268,21,0,1,45
268,22,0,2,50.5
268,23,0,3,46.5
268,24,0,4,52
268,25,1,5,50
268,26,0,1,48
268,27,0,2,54
268,28,0,3,56
268,29,0,4,51.5
268,30,0,5,44.5
268,31,1,6,41.5
268,32,0,1,54
268,33,0,2,50.5
268,34,0,3,46
268,35,1,4,46
268,36,0,1,38
268,37,0,2,39
268,38,0,3,39
268,39,0,4,35
268,40,0,5,36.5
268,41,1,6,39.5
268,42,0,1,46.5
268,43,0,2,47.5
268,44,0,3,47.5
268,45,0,4,52.5
268,46,0,5,50
268,47,0,6,48
268,48,0,7,50.5
268,49,1,7,52
268,50,0,1,46.5
268,51,0,2,47.5
268,52,0,3,40
268,53,0,4,43
268,54,0,5,47
268,55,0,6,44
268,56,0,7,49
268,57,1,7,57.5
268,58,0,1,51.5
268,59,0,2,46.5
268,60,0,3,50
268,61,0,4,44
268,62,1,5,53
268,63,0,1,50.5
268,64,0,2,48
268,65,0,3,51
268,66,0,4,50.5
268,67,1,5,51
268,68,0,1,62.5
268,69,0,2,58
268,70,0,3,62
268,71,0,4,53
268,72,1,5,52.5
268,73,0,1,55.5
268,74,0,2,48
268,75,1,3,45.5
268,76,0,1,45
268,77,1,2,50
268,78,0,1,47
268,79,0,2,50
268,80,0,3,41.5
268,81,0,4,50
268,82,0,5,43.5
268,83,0,6,36.5
268,84,0,7,46.5
268,85,1,7,49.5
268,86,0,1,50
268,87,0,2,47.5
268,88,1,3,43
268,89,0,1,48.5
268,90,0,2,52
268,91,0,3,58.5
268,92,1,4,54.5
268,93,0,1,54
268,94,0,2,47
268,95,0,3,45.5
268,96,0,4,42.5
268,97,0,5,50.5
268,98,0,6,43.5
268,99,0,7,44.5
268,100,1,7,46
269,1,0,1,45
269,2,0,2,49
269,3,0,3,54
269,4,0,4,47
269,5,0,5,56
269,6,1,6,52.5
269,7,0,1,55
269,8,0,2,50.5
269,9,0,3,52
269,10,0,4,42
269,11,0,5,31.5
269,12,1,6,39.5
269,13,0,1,40.5
269,14,0,2,39.5
269,15,1,3,42
269,16,0,1,41.5
269,17,0,2,40
269,18,0,3,35
269,19,0,4,40
269,20,0,5,44
269,21,1,6,45
269,22,0,1,50.5
269,23,0,2,46.5
269,24,0,3,52
269,25,0,4,50
269,26,0,5,48
269,27,0,6,54
269,28,0,7,56
269,29,0,7,51.5
269,30,0,7,44.5
269,31,0,7,41.5
269,32,0,7,54
269,33,0,7,50.5
269,34,0,7,46
269,35,1,7,46
269,36,0,1,38
269,37,1,2,39
269,38,0,1,39
269,39,0,2,35
269,40,1,3,36.5
269,41,0,1,39.5
269,42,0,2,46.5
269,43,0,3,47.5
269,44,0,4,47.5
269,45,0,5,52.5
269,46,0,6,50
269,47,0,7,48
269,48,0,7,50.5
269,49,0,7,52
269,50,1,7,46.5
269,51,0,1,47.5
269,52,0,2,40
269,53,1,3,43
269,54,0,1,47
269,55,0,2,44
269,56,1,3,49
269,57,0,1,57.5
269,58,0,2,51.5
269,59,0,3,46.5
269,60,0,4,50
269,61,1,5,44
269,62,0,1,53
269,63,0,2,50.5
269,64,0,3,48
269,65,0,4,51
269,66,0,5,50.5
269,67,0,6,51
269,68,1,7,62.5
269,69,0,1,58
269,70,0,2,62
269,71,0,3,53
269,72,0,4,52.5
269,73,0,5,55.5
269,74,1,6,48
269,75,0,1,45.5
269,76,0,2,45
269,77,0,3,50
269,78,0,4,47
269,79,1,5,50
269,80,0,1,41.5
269,81,0,2,50
269,82,0,3,43.5
269,83,0,4,36.5
269,84,0,5,46.5
269,85,0,6,49.5
269,86,1,7,50
269,87,0,1,47.5
269,88,0,2,43
269,89,0,3,48.5
269,90,0,4,52
269,91,1,5,58.5
269,92,0,1,54.5
269,93,0,2,54
269,94,0,3,47
269,95,0,4,45.5
269,96,1,5,42.5
269,97,0,1,50.5
269,98,0,2,43.5
269,99,0,3,44.5
269,100,0,4,46
270,1,0,1,45
270,2,0,2,49
270,3,0,3,54
270,4,0,4,47
270,5,1,5,56
270,6,0,1,52.5
270,7,0,2,55
270,8,0,3,50.5
270,9,0,4,52
270,10,0,5,42
270,11,1,6,31.5
270,12,0,1,39.5
270,13,0,2,40.5
270,14,0,3,39.5
270,15,0,4,42
270,16,0,5,41.5
270,17,1,6,40
270,18,0,1,35
270,19,0,2,40
270,20,0,3,44
270,21,0,4,45
270,22,0,5,50.5
270,23,0,6,46.5
270,24,1,7,52
270,25,0,1,50
270,26,0,2,48
270,27,0,3,54
270,28,0,4,56
270,29,0,5,51.5
270,30,0,6,44.5
270,31,1,7,41.5
270,32,0,1,54
270,33,0,2,50.5
270,34,0,3,46
270,35,1,4,46
270,36,0,1,38
270,37,0,2,39
270,38,0,3,39
270,39,1,4,35
270,40,0,1,36.5
270,41,0,2,39.5
270,42,1,3,46.5
270,43,0,1,47.5
270,44,0,2,47.5
270,45,0,3,52.5
270,46,0,4,50
270,47,0,5,48
270,48,0,6,50.5
270,49,0,7,52
270,50,0,7,46.5
270,51,0,7,47.5
270,52,1,7,40
270,53,0,1,43
270,54,0,2,47
270,55,0,3,44
270,56,0,4,49
270,57,0,5,57.5
270,58,1,6,51.5
270,59,0,1,46.5
270,60,0,2,50
270,61,0,3,44
270,62,0,4,53
270,63,0,5,50.5
270,64,0,6,48
270,65,1,7,51
270,66,0,1,50.5
270,67,0,2,51
270,68,0,3,62.5
270,69,0,4,58
270,70,0,5,62
270,71,0,6,53
270,72,0,7,52.5
270,73,0,7,55.5
270,74,1,7,48
270,75,0,1,45.5
270,76,0,2,45
270,77,0,3,50
270,78,0,4,47
270,79,1,5,50
270,80,0,1,41.5
270,81,0,2,50
270,82,0,3,43.5
270,83,0,4,36.5
270,84,0,5,46.5
270,85,0,6,49.5
270,86,1,7,50
270,87,0,1,47.5
270,88,0,2,43
270,89,0,3,48.5
270,90,1,4,52
270,91,0,1,58.5
270,92,0,2,54.5
270,93,0,3,54
270,94,0,4,47
270,95,0,5,45.5
270,96,1,6,42.5
270,97,0,1,50.5
270,98,0,2,43.5
270,99,0,3,44.5
270,100,0,4,46
271,1,0,2,45
271,2,0,3,49
271,3,0,4,54
271,4,0,5,47
271,5,0,6,56
271,6,0,7,52.5
271,7,0,7,55
271,8,1,7,50.5
271,9,0,1,52
271,10,0,2,42
271,11,0,3,31.5
271,12,0,4,39.5
271,13,1,5,40.5
271,14,0,1,39.5
271,15,0,2,42
271,16,0,3,41.5
271,17,0,4,40
271,18,1,5,35
271,19,0,1,40
271,20,0,2,44
271,21,0,3,45
271,22,1,4,50.5
271,23,0,1,46.5
271,24,0,2,52
271,25,0,3,50
271,26,0,4,48
271,27,0,5,54
271,28,1,6,56
271,29,0,1,51.5
271,30,0,2,44.5
271,31,0,3,41.5
271,32,0,4,54
271,33,0,5,50.5
271,34,0,6,46
271,35,1,7,46
271,36,0,1,38
271,37,0,2,39
271,38,0,3,39
271,39,1,4,35
271,40,0,1,36.5
271,41,0,2,39.5
271,42,0,3,46.5
271,43,0,4,47.5
271,44,0,5,47.5
271,45,1,6,52.5
271,46,0,1,50
271,47,0,2,48
271,48,0,3,50.5
271,49,0,4,52
271,50,0,5,46.5
271,51,0,6,47.5
271,52,0,7,40
271,53,1,7,43
271,54,0,1,47
271,55,0,2,44
271,56,0,3,49
271,57,0,4,57.5
271,58,0,5,51.5
271,59,0,6,46.5
271,60,1,7,50
271,61,0,1,44
271,62,0,2,53
271,63,0,3,50.5
271,64,0,4,48
271,65,0,5,51
271,66,0,6,50.5
271,67,1,7,51
271,68,0,1,62.5
271,69,0,2,58
271,70,0,3,62
271,71,0,4,53
271,72,0,5,52.5
271,73,0,6,55.5
271,74,0,7,48
271,75,1,7,45.5
271,76,0,1,45
271,77,0,2,50
271,78,0,3,47
271,79,1,4,50
271,80,0,1,41.5
271,81,0,2,50
271,82,0,3,43.5
271,83,1,4,36.5
271,84,0,1,46.5
271,85,0,2,49.5
271,86,0,3,50
271,87,1,4,47.5
271,88,0,1,43
271,89,0,2,48.5
271,90,0,3,52
271,91,0,4,58.5
271,92,1,5,54.5
271,93,0,1,54
271,94,0,2,47
271,95,0,3,45.5
271,96,0,4,42.5
271,97,0,5,50.5
271,98,1,6,43.5
271,99,0,1,44.5
271,100,0,2,46
272,1,0,3,45
272,2,0,4,49
272,3,0,5,54
272,4,0,6,47
272,5,0,7,56
272,6,0,7,52.5
272,7,0,7,55
272,8,1,7,50.5
272,9,0,1,52
272,10,0,2,42
272,11,1,3,31.5
272,12,0,1,39.5
272,13,0,2,40.5
272,14,0,3,39.5
272,15,0,4,42
272,16,0,5,41.5
272,17,0,6,40
272,18,1,7,35
272,19,0,1,40
272,20,0,2,44
272,21,0,3,45
272,22,0,4,50.5
272,23,1,5,46.5
272,24,0,1,52
272,25,0,2,50
272,26,0,3,48
272,27,0,4,54
272,28,0,5,56
272,29,1,6,51.5
272,30,0,1,44.5
272,31,0,2,41.5
272,32,0,3,54
272,33,0,4,50.5
272,34,0,5,46
272,35,1,6,46
272,36,0,1,38
272,37,0,2,39
272,38,0,3,39
272,39,0,4,35
272,40,1,5,36.5
272,41,0,1,39.5
272,42,0,2,46.5
272,43,0,3,47.5
272,44,0,4,47.5
272,45,0,5,52.5
272,46,0,6,50
272,47,1,7,48
272,48,0,1,50.5
272,49,0,2,52
272,50,0,3,46.5
272,51,0,4,47.5
272,52,1,5,40
272,53,0,1,43
272,54,0,2,47
272,55,0,3,44
272,56,1,4,49
272,57,0,1,57.5
272,58,0,2,51.5
272,59,1,3,46.5
272,60,0,1,50
272,61,0,2,44
272,62,0,3,53
272,63,0,4,50.5
272,64,0,5,48
272,65,0,6,51
272,66,1,7,50.5
272,67,0,1,51
272,68,0,2,62.5
272,69,0,3,58
272,70,0,4,62
272,71,0,5,53
272,72,1,6,52.5
272,73,0,1,55.5
272,74,0,2,48
272,75,0,3,45.5
272,76,0,4,45
272,77,0,5,50
272,78,0,6,47
272,79,0,7,50
272,80,1,7,41.5
272,81,0,1,50
272,82,0,2,43.5
272,83,0,3,36.5
272,84,0,4,46.5
272,85,0,5,49.5
272,86,1,6,50
272,87,0,1,47.5
272,88,0,2,43
272,89,0,3,48.5
272,90,0,4,52
272,91,0,5,58.5
272,92,0,6,54.5
272,93,1,7,54
272,94,0,1,47
272,95,0,2,45.5
272,96,0,3,42.5
272,97,0,4,50.5
272,98,0,5,43.5
272,99,1,6,44.5
272,100,0,1,46
273,1,0,5,45
273,2,1,6,49
273,3,0,1,54
273,4,0,2,47
273,5,0,3,56
273,6,0,4,52.5
273,7,0,5,55
273,8,0,6,50.5
273,9,0,7,52
273,10,1,7,42
273,11,0,1,31.5
273,12,0,2,39.5
273,13,0,3,40.5
273,14,0,4,39.5
273,15,0,5,42
273,16,0,6,41.5
273,17,1,7,40
273,18,0,1,35
273,19,0,2,40
273,20,0,3,44
273,21,0,4,45
273,22,0,5,50.5
273,23,1,6,46.5
273,24,0,1,52
273,25,0,2,50
273,26,0,3,48
273,27,0,4,54
273,28,1,5,56
273,29,0,1,51.5
273,30,0,2,44.5
273,31,0,3,41.5
273,32,0,4,54
273,33,0,5,50.5
273,34,1,6,46
273,35,0,1,46
273,36,0,2,38
273,37,0,3,39
273,38,1,4,39
273,39,0,1,35
273,40,0,2,36.5
273,41,1,3,39.5
273,42,0,1,46.5
273,43,0,2,47.5
273,44,0,3,47.5
273,45,0,4,52.5
273,46,0,5,50
273,47,0,6,48
273,48,1,7,50.5
273,49,0,1,52
273,50,0,2,46.5
273,51,0,3,47.5
273,52,0,4,40
273,53,0,5,43
273,54,0,6,47
273,55,1,7,44
273,56,0,1,49
273,57,0,2,57.5
273,58,0,3,51.5
273,59,0,4,46.5
273,60,1,5,50
273,61,0,1,44
273,62,0,2,53
273,63,0,3,50.5
273,64,0,4,48
273,65,0,5,51
273,66,1,6,50.5
273,67,0,1,51
273,68,0,2,62.5
273,69,0,3,58
273,70,0,4,62
273,71,1,5,53
273,72,0,1,52.5
273,73,0,2,55.5
273,74,0,3,48
273,75,0,4,45.5
273,76,0,5,45
273,77,1,6,50
273,78,0,1,47
273,79,0,2,50
273,80,0,3,41.5
273,81,0,4,50
273,82,1,5,43.5
273,83,0,1,36.5
273,84,0,2,46.5
273,85,0,3,49.5
273,86,0,4,50
273,87,0,5,47.5
273,88,1,6,43
273,89,0,1,48.5
273,90,0,2,52
273,91,0,3,58.5
273,92,0,4,54.5
273,93,0,5,54
273,94,0,6,47
273,95,1,7,45.5
273,96,0,1,42.5
273,97,0,2,50.5
273,98,0,3,43.5
273,99,0,4,44.5
273,100,0,5,46
274,1,0,3,45
274,2,1,4,49
274,3,0,1,54
274,4,0,2,47
274,5,0,3,56
274,6,0,4,52.5
274,7,1,5,55
274,8,0,1,50.5
274,9,0,2,52
274,10,0,3,42
274,11,0,4,31.5
274,12,1,5,39.5
274,13,0,1,40.5
274,14,0,2,39.5
274,15,0,3,42
274,16,0,4,41.5
274,17,0,5,40
274,18,1,6,35
274,19,0,1,40
274,20,0,2,44
274,21,0,3,45
274,22,1,4,50.5
274,23,0,1,46.5
274,24,0,2,52
274,25,0,3,50
274,26,0,4,48
274,27,0,5,54
274,28,0,6,56
274,29,0,7,51.5
274,30,0,7,44.5
274,31,1,7,41.5
274,32,0,1,54
274,33,0,2,50.5
274,34,0,3,46
274,35,0,4,46
274,36,0,5,38
274,37,1,6,39
274,38,0,1,39
274,39,1,2,35
274,40,0,1,36.5
274,41,0,2,39.5
274,42,0,3,46.5
274,43,0,4,47.5
274,44,0,5,47.5
274,45,1,6,52.5
274,46,0,1,50
274,47,0,2,48
274,48,0,3,50.5
274,49,0,4,52
274,50,0,5,46.5
274,51,1,6,47.5
274,52,0,1,40
274,53,0,2,43
274,54,0,3,47
274,55,1,4,44
274,56,0,1,49
274,57,0,2,57.5
274,58,0,3,51.5
274,59,0,4,46.5
274,60,1,5,50
274,61,0,1,44
274,62,0,2,53
274,63,0,3,50.5
274,64,0,4,48
274,65,0,5,51
274,66,0,6,50.5
274,67,0,7,51
274,68,0,7,62.5
274,69,1,7,58
274,70,0,1,62
274,71,0,2,53
274,72,0,3,52.5
274,73,0,4,55.5
274,74,1,5,48
274,75,0,1,45.5
274,76,0,2,45
274,77,0,3,50
274,78,0,4,47
274,79,0,5,50
274,80,1,6,41.5
274,81,0,1,50
274,82,0,2,43.5
274,83,0,3,36.5
274,84,0,4,46.5
274,85,0,5,49.5
274,86,1,6,50
274,87,0,1,47.5
274,88,0,2,43
274,89,0,3,48.5
274,90,0,4,52
274,91,0,5,58.5
274,92,0,6,54.5
274,93,0,7,54
274,94,1,7,47
274,95,0,1,45.5
274,96,0,2,42.5
274,97,0,3,50.5
274,98,1,4,43.5
274,99,0,1,44.5
274,100,0,2,46
275,1,0,6,45
275,2,1,7,49
275,3,0,1,54
275,4,0,2,47
275,5,0,3,56
275,6,0,4,52.5
275,7,0,5,55
275,8,0,6,50.5
275,9,1,7,52
275,10,0,1,42
275,11,1,2,31.5
275,12,0,1,39.5
275,13,0,2,40.5
275,14,0,3,39.5
275,15,0,4,42
275,16,0,5,41.5
275,17,0,6,40
275,18,1,7,35
275,19,0,1,40
275,20,0,2,44
275,21,0,3,45
275,22,0,4,50.5
275,23,0,5,46.5
275,24,0,6,52
275,25,0,7,50
275,26,1,7,48
275,27,0,1,54
275,28,0,2,56
275,29,0,3,51.5
275,30,0,4,44.5
275,31,0,5,41.5
275,32,0,6,54
275,33,0,7,50.5
275,34,1,7,46
275,35,0,1,46
275,36,0,2,38
275,37,0,3,39
275,38,0,4,39
275,39,1,5,35
275,40,0,1,36.5
275,41,0,2,39.5
275,42,0,3,46.5
275,43,0,4,47.5
275,44,1,5,47.5
275,45,0,1,52.5
275,46,0,2,50
275,47,1,3,48
275,48,0,1,50.5
275,49,0,2,52
275,50,0,3,46.5
275,51,0,4,47.5
275,52,1,5,40
275,53,0,1,43
275,54,0,2,47
275,55,0,3,44
275,56,0,4,49
275,57,0,5,57.5
275,58,1,6,51.5
275,59,0,1,46.5
275,60,0,2,50
275,61,0,3,44
275,62,0,4,53
275,63,0,5,50.5
275,64,0,6,48
275,65,0,7,51
275,66,1,7,50.5
275,67,0,1,51
275,68,0,2,62.5
275,69,0,3,58
275,70,0,4,62
275,71,0,5,53
275,72,1,6,52.5
275,73,0,1,55.5
275,74,0,2,48
275,75,0,3,45.5
275,76,0,4,45
275,77,1,5,50
275,78,0,1,47
275,79,0,2,50
275,80,1,3,41.5
275,81,0,1,50
275,82,0,2,43.5
275,83,0,3,36.5
275,84,0,4,46.5
275,85,0,5,49.5
275,86,0,6,50
275,87,0,7,47.5
275,88,1,7,43
275,89,0,1,48.5
275,90,0,2,52
275,91,0,3,58.5
275,92,0,4,54.5
275,93,0,5,54
275,94,0,6,47
275,95,0,7,45.5
275,96,0,7,42.5
275,97,0,7,50.5
275,98,1,7,43.5
275,99,0,1,44.5
275,100,0,2,46
276,1,1,7,45
276,2,0,1,49
276,3,0,2,54
276,4,0,3,47
276,5,0,4,56
276,6,0,5,52.5
276,7,1,6,55
276,8,0,1,50.5
276,9,0,2,52
276,10,0,3,42
276,11,1,4,31.5
276,12,0,1,39.5
276,13,0,2,40.5
276,14,0,3,39.5
276,15,0,4,42
276,16,0,5,41.5
276,17,1,6,40
276,18,0,1,35
276,19,0,2,40
276,20,0,3,44
276,21,1,4,45
276,22,0,1,50.5
276,23,0,2,46.5
276,24,0,3,52
276,25,0,4,50
276,26,0,5,48
276,27,1,6,54
276,28,0,1,56
276,29,0,2,51.5
276,30,0,3,44.5
276,31,0,4,41.5
276,32,0,5,54
276,33,0,6,50.5
276,34,1,7,46
276,35,0,1,46
276,36,0,2,38
276,37,0,3,39
276,38,0,4,39
276,39,1,5,35
276,40,0,1,36.5
276,41,0,2,39.5
276,42,0,3,46.5
276,43,0,4,47.5
276,44,0,5,47.5
276,45,0,6,52.5
276,46,1,7,50
276,47,0,1,48
276,48,0,2,50.5
276,49,0,3,52
276,50,1,4,46.5
276,51,0,1,47.5
276,52,0,2,40
276,53,0,3,43
276,54,0,4,47
276,55,0,5,44
276,56,0,6,49
276,57,0,7,57.5
276,58,1,7,51.5
276,59,0,1,46.5
276,60,0,2,50
276,61,0,3,44
276,62,1,4,53
276,63,0,1,50.5
276,64,0,2,48
276,65,0,3,51
276,66,0,4,50.5
276,67,0,5,51
276,68,0,6,62.5
276,69,0,7,58
276,70,0,7,62
276,71,1,7,53
276,72,0,1,52.5
276,73,0,2,55.5
276,74,0,3,48
276,75,0,4,45.5
276,76,1,5,45
276,77,0,1,50
276,78,0,2,47
276,79,0,3,50
276,80,0,4,41.5
276,81,0,5,50
276,82,0,6,43.5
276,83,1,7,36.5
276,84,0,1,46.5
276,85,0,2,49.5
276,86,0,3,50
276,87,0,4,47.5
276,88,0,5,43
276,89,0,6,48.5
276,90,0,7,52
276,91,0,7,58.5
276,92,0,7,54.5
276,93,1,7,54
276,94,0,1,47
276,95,0,2,45.5
276,96,0,3,42.5
276,97,0,4,50.5
276,98,0,5,43.5
276,99,1,6,44.5
276,100,0,1,46
277,1,0,1,45
277,2,0,2,49
277,3,0,3,54
277,4,0,4,47
277,5,0,5,56
277,6,1,6,52.5
277,7,0,1,55
277,8,0,2,50.5
277,9,0,3,52
277,10,1,4,42
277,11,0,1,31.5
277,12,0,2,39.5
277,13,0,3,40.5
277,14,0,4,39.5
277,15,1,5,42
277,16,0,1,41.5
277,17,0,2,40
277,18,0,3,35
277,19,0,4,40
277,20,1,5,44
277,21,0,1,45
277,22,0,2,50.5
277,23,0,3,46.5
277,24,0,4,52
277,25,0,5,50
277,26,0,6,48
277,27,1,7,54
277,28,0,1,56
277,29,0,2,51.5
277,30,0,3,44.5
277,31,1,4,41.5
277,32,0,1,54
277,33,0,2,50.5
277,34,0,3,46
277,35,1,4,46
277,36,0,1,38
277,37,0,2,39
277,38,0,3,39
277,39,1,4,35
277,40,0,1,36.5
277,41,0,2,39.5
277,42,0,3,46.5
277,43,0,4,47.5
277,44,0,5,47.5
277,45,1,6,52.5
277,46,0,1,50
277,47,0,2,48
277,48,0,3,50.5
277,49,0,4,52
277,50,1,5,46.5
277,51,0,1,47.5
277,52,0,2,40
277,53,0,3,43
277,54,0,4,47
277,55,1,5,44
277,56,0,1,49
277,57,0,2,57.5
277,58,0,3,51.5
277,59,0,4,46.5
277,60,0,5,50
277,61,1,6,44
277,62,0,1,53
277,63,0,2,50.5
277,64,0,3,48
277,65,0,4,51
277,66,0,5,50.5
277,67,1,6,51
277,68,0,1,62.5
277,69,0,2,58
277,70,0,3,62
277,71,0,4,53
277,72,0,5,52.5
277,73,0,6,55.5
277,74,1,7,48
277,75,0,1,45.5
277,76,0,2,45
277,77,0,3,50
277,78,0,4,47
277,79,0,5,50
277,80,1,6,41.5
277,81,0,1,50
277,82,0,2,43.5
277,83,0,3,36.5
277,84,0,4,46.5
277,85,0,5,49.5
277,86,0,6,50
277,87,0,7,47.5
277,88,1,7,43
277,89,0,1,48.5
277,90,0,2,52
277,91,0,3,58.5
277,92,0,4,54.5
277,93,1,5,54
277,94,0,1,47
277,95,0,2,45.5
277,96,1,3,42.5
277,97,0,1,50.5
277,98,0,2,43.5
277,99,0,3,44.5
277,100,0,4,46
278,1,0,2,45
278,2,0,3,49
278,3,0,4,54
278,4,0,5,47
278,5,1,6,56
278,6,0,1,52.5
278,7,0,2,55
278,8,0,3,50.5
278,9,0,4,52
278,10,1,5,42
278,11,0,1,31.5
278,12,0,2,39.5
278,13,0,3,40.5
278,14,1,4,39.5
278,15,0,1,42
278,16,0,2,41.5
278,17,0,3,40
278,18,1,4,35
278,19,0,1,40
278,20,0,2,44
278,21,0,3,45
278,22,0,4,50.5
278,23,1,5,46.5
278,24,0,1,52
278,25,0,2,50
278,26,0,3,48
278,27,1,4,54
278,28,0,1,56
278,29,0,2,51.5
278,30,1,3,44.5
278,31,0,1,41.5
278,32,0,2,54
278,33,0,3,50.5
278,34,0,4,46
278,35,1,5,46
278,36,0,1,38
278,37,1,2,39
278,38,0,1,39
278,39,0,2,35
278,40,1,3,36.5
278,41,0,1,39.5
278,42,0,2,46.5
278,43,0,3,47.5
278,44,0,4,47.5
278,45,0,5,52.5
278,46,0,6,50
278,47,1,7,48
278,48,0,1,50.5
278,49,0,2,52
278,50,0,3,46.5
278,51,0,4,47.5
278,52,1,5,40
278,53,0,1,43
278,54,0,2,47
278,55,0,3,44
278,56,1,4,49
278,57,0,1,57.5
278,58,0,2,51.5
278,59,0,3,46.5
278,60,0,4,50
278,61,0,5,44
278,62,0,6,53
278,63,1,7,50.5
278,64,0,1,48
278,65,0,2,51
278,66,0,3,50.5
278,67,0,4,51
278,68,0,5,62.5
278,69,0,6,58
278,70,0,7,62
278,71,0,7,53
278,72,1,7,52.5
278,73,0,1,55.5
278,74,0,2,48
278,75,0,3,45.5
278,76,0,4,45
278,77,0,5,50
278,78,1,6,47
278,79,0,1,50
278,80,0,2,41.5
278,81,0,3,50
278,82,0,4,43.5
278,83,0,5,36.5
278,84,0,6,46.5
278,85,0,7,49.5
278,86,1,7,50
278,87,0,1,47.5
278,88,0,2,43
278,89,0,3,48.5
278,90,0,4,52
278,91,0,5,58.5
278,92,1,6,54.5
278,93,0,1,54
278,94,0,2,47
278,95,0,3,45.5
278,96,0,4,42.5
278,97,1,5,50.5
278,98,0,1,43.5
278,99,0,2,44.5
278,100,0,3,46
279,1,0,3,45
279,2,0,4,49
279,3,1,5,54
279,4,0,1,47
279,5,0,2,56
279,6,0,3,52.5
279,7,0,4,55
279,8,0,5,50.5
279,9,0,6,52
279,10,1,7,42
279,11,0,1,31.5
279,12,0,2,39.5
279,13,0,3,40.5
279,14,0,4,39.5
279,15,1,5,42
279,16,0,1,41.5
279,17,0,2,40
279,18,1,3,35
279,19,0,1,40
279,20,0,2,44
279,21,0,3,45
279,22,0,4,50.5
279,23,1,5,46.5
279,24,0,1,52
279,25,0,2,50
279,26,0,3,48
279,27,0,4,54
279,28,0,5,56
279,29,1,6,51.5
279,30,0,1,44.5
279,31,0,2,41.5
279,32,0,3,54
279,33,0,4,50.5
279,34,0,5,46
279,35,1,6,46
279,36,0,1,38
279,37,0,2,39
279,38,0,3,39
279,39,1,4,35
279,40,0,1,36.5
279,41,0,2,39.5
279,42,0,3,46.5
279,43,0,4,47.5
279,44,0,5,47.5
279,45,1,6,52.5
279,46,0,1,50
279,47,0,2,48
279,48,0,3,50.5
279,49,0,4,52
279,50,0,5,46.5
279,51,1,6,47.5
279,52,0,1,40
279,53,0,2,43
279,54,0,3,47
279,55,0,4,44
279,56,1,5,49
279,57,0,1,57.5
279,58,0,2,51.5
279,59,0,3,46.5
279,60,1,4,50
279,61,0,1,44
279,62,0,2,53
279,63,0,3,50.5
279,64,0,4,48
279,65,0,5,51
279,66,1,6,50.5
279,67,0,1,51
279,68,0,2,62.5
279,69,0,3,58
279,70,0,4,62
279,71,0,5,53
279,72,1,6,52.5
279,73,0,1,55.5
279,74,0,2,48
279,75,0,3,45.5
279,76,1,4,45
279,77,0,1,50
279,78,0,2,47
279,79,0,3,50
279,80,0,4,41.5
279,81,0,5,50
279,82,0,6,43.5
279,83,1,7,36.5
279,84,0,1,46.5
279,85,0,2,49.5
279,86,0,3,50
279,87,0,4,47.5
279,88,0,5,43
279,89,0,6,48.5
279,90,0,7,52
279,91,0,7,58.5
279,92,0,7,54.5
279,93,1,7,54
279,94,0,1,47
279,95,0,2,45.5
279,96,0,3,42.5
279,97,0,4,50.5
279,98,0,5,43.5
279,99,1,6,44.5
279,100,0,1,46
280,1,1,7,45
280,2,0,1,49
280,3,0,2,54
280,4,0,3,47
280,5,0,4,56
280,6,0,5,52.5
280,7,0,6,55
280,8,0,7,50.5
280,9,1,7,52
280,10,0,1,42
280,11,0,2,31.5
280,12,0,3,39.5
280,13,1,4,40.5
280,14,0,1,39.5
280,15,0,2,42
280,16,0,3,41.5
280,17,1,4,40
280,18,0,1,35
280,19,0,2,40
280,20,0,3,44
280,21,0,4,45
280,22,0,5,50.5
280,23,0,6,46.5
280,24,0,7,52
280,25,1,7,50
280,26,0,1,48
280,27,0,2,54
280,28,0,3,56
280,29,0,4,51.5
280,30,0,5,44.5
280,31,1,6,41.5
280,32,0,1,54
280,33,0,2,50.5
280,34,0,3,46
280,35,0,4,46
280,36,0,5,38
280,37,0,6,39
280,38,1,7,39
280,39,0,1,35
280,40,0,2,36.5
280,41,0,3,39.5
280,42,0,4,46.5
280,43,0,5,47.5
280,44,1,6,47.5
280,45,0,1,52.5
280,46,0,2,50
280,47,1,3,48
280,48,0,1,50.5
280,49,0,2,52
280,50,0,3,46.5
280,51,0,4,47.5
280,52,1,5,40
280,53,0,1,43
280,54,0,2,47
280,55,0,3,44
280,56,0,4,49
280,57,0,5,57.5
280,58,0,6,51.5
280,59,0,7,46.5
280,60,1,7,50
280,61,0,1,44
280,62,0,2,53
280,63,0,3,50.5
280,64,0,4,48
280,65,0,5,51
280,66,0,6,50.5
280,67,1,7,51
280,68,0,1,62.5
280,69,0,2,58
280,70,0,3,62
280,71,0,4,53
280,72,1,5,52.5
280,73,0,1,55.5
280,74,0,2,48
280,75,0,3,45.5
280,76,0,4,45
280,77,0,5,50
280,78,1,6,47
280,79,0,1,50
280,80,0,2,41.5
280,81,0,3,50
280,82,0,4,43.5
280,83,0,5,36.5
280,84,0,6,46.5
280,85,0,7,49.5
280,86,0,7,50
280,87,0,7,47.5
280,88,1,7,43
280,89,0,1,48.5
280,90,0,2,52
280,91,0,3,58.5
280,92,1,4,54.5
280,93,0,1,54
280,94,0,2,47
280,95,0,3,45.5
280,96,0,4,42.5
280,97,0,5,50.5
280,98,1,6,43.5
